title,price,rating,availability,url,description,genre,target_audience
Team of Rivals: The Political Genius of Abraham Lincoln,20.12,5,In stock,http://books.toscrape.com/catalogue/team-of-rivals-the-political-genius-of-abraham-lincoln_488/index.html,"The life and times of Abraham Lincoln have been analyzed and dissected in countless books. Do we need another Lincoln biography? In Team of Rivals, esteemed historian Doris Kearns Goodwin proves that we do. Though she can't help but cover some familiar territory, her perspective is focused enough to offer fresh insights into Lincoln's leadership style and his deep understanding of human behavior and motivation. Goodwin makes the case for Lincoln's political genius by examining his relationships with three men he selected for his cabinet, all of whom were opponents for the Republican nomination in 1860: William H. Sew",Biography,Adult
Steal Like an Artist: 10 Things Nobody Told You About Being Creative,20.9,2,In stock,http://books.toscrape.com/catalogue/steal-like-an-artist-10-things-nobody-told-you-about-being-creative_487/index.html,"You don’t need to be a genius, you just need to be yourself. That’s the message from Austin Kleon, a young writer and artist who knows that creativity is everywhere, creativity is for everyone. A manifesto for the digital age, Steal Like an Artist is a guide whose positive message, graphic look and illustrations, exercises, and examples will put readers directly in touch with their artistic side.",Self-Help,Adult
"Sit, Stay, Love",20.9,3,In stock,http://books.toscrape.com/catalogue/sit-stay-love_486/index.html,"Take one abrasive professional athlete, a quirky out-of-work schoolteacher, and an overweight geriatric dog, and you're ready for a lesson in love...Tippy style. Pro baseball pitcher Cal Crawford is not a dog guy. When he inherits his deceased mother's elderly dog, Tippy, he's quick to call on a pet-sitting service. Gina isn't thrilled to be a dog sitter when her aspirations lie in the classroom. Furthermore, she can't abide the unfriendly Cal, a man with all the charm of a wet towel. But with no other prospects and a deep love for all things canine, she takes the job caring for Tippy.",Romance,Adult
Sister Dear,40.2,4,In stock,http://books.toscrape.com/catalogue/sister-dear_485/index.html,"Allie Marshall wants is a fresh start. But when dark secrets refuse to stay buried, will her chance at a new life be shattered forever? Convicted of a crime she didn’t commit, Allie watched a decade of her life vanish – time that can never be recovered. Now, out on parole, Allie is determined to clear her name, rebuild her life, and reconnect with the daughter she barely knows. But Allie’s return home shatters the quaint, coastal community of Brunswick, Georgia. Even her own daughter Caroline, now a teenager, bristles at Allie’s claims of innocence. Refusing defeat, a stronger, smarter Allie launches a battle for",Fiction,Adult
"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",52.87,3,In stock,http://books.toscrape.com/catalogue/shrunken-treasures-literary-classics-short-sweet-and-silly_484/index.html,"Nine weighty literary classics are transformed into delectable morsels with Scott Nash’s playful versification and whimsical illustration. Can’t stomach all of Frankenstein? Lacking the strength to read The Odyssey? Don’t have 1,001 nights to get through Scheherazade’s ordeal? Never fear, Shrunken Treasures are here! Nine of the world’s best-known stories and books have been reduced, like slowly simmered cherries, to tart and tasty mouthfuls. Lighthearted verse turns Moby-Dick into a simple nursery song. Outrageous color makes even gloomy Hamlet seem like fun. Riotous images transform Jane Eyre’s ordeal into a whirlwi",Fiction,Children
"Rich Dad, Poor Dad",51.74,1,In stock,http://books.toscrape.com/catalogue/rich-dad-poor-dad_483/index.html,"Personal finance author and lecturer Robert T. Kiyosaki developed his unique economic perspective from two very different influences - his two fathers. One father (Robert's real father) was a highly educated man but fiscally poor. The other father was the father of Robert's best friend - that Dad was an eighth-grade drop-out who became a self-made multi-millionaire. The lifelong monetary problems experienced by his poor dad pounded home the counterpoint communicated by his rich dad. Taking that message to heart, Kiyosaki was able to retire at 47.",Non-Fiction,Adult
Raymie Nightingale,34.41,2,In stock,http://books.toscrape.com/catalogue/raymie-nightingale_482/index.html,"Raymie Clarke has come to realize that everything, absolutely everything, depends on her. And she has a plan. If Raymie can win the Little Miss Central Florida Tire competition, then her father, who left town two days ago with a dental hygienist, will see Raymie's picture in the paper and (maybe) come home. To win, not only does Raymie have to do good deeds and learn how to twirl a baton; she also has to contend with the wispy, frequently fainting Louisiana Elefante, who has a show-business background, and the fiery, stubborn Beverly Tapinski, who’s determined to sabotage the contest. But as the competition approaches",Fiction,Young Adult
Playing from the Heart,32.38,1,In stock,http://books.toscrape.com/catalogue/playing-from-the-heart_481/index.html,"Peter H. Reynolds, creator of The Dot, has composed a pitch-perfect tribute to the power of music and the bonds of family. When a young boy begins to play on his family’s piano, reveling in the fun of plunking the keys, his father signs him up for lessons so that he can learn to play properly. With his father’s encouragement, Raj learns notes, then scales, then songs, and finally classical pieces that his father can recognize and be proud of. But the more Raj practices and the more skilled he becomes, the less he enjoys playing, until he grows up and stops playing altogether. But when his father becomes ill and asks Raj",Children,Children
Nightstruck: A Novel,50.35,4,In stock,http://books.toscrape.com/catalogue/nightstruck-a-novel_480/index.html,"It starts with a cry in the night. Becket, walking her dog one winter evening, fears it’s an abandoned baby left out in the cold. But it is something else—something evil—and it tricks Becket into opening a doorway to another realm, letting a darkness into our world, a corruption that begins transforming Philadelphia into a sinister and menacing version of itself…but only at night. The changes are subtle at first, causing Becket to doubt her senses and her sanity. But soon the nightmarish truth is impossible to deny: By day, the city is just a city, but at night it literally comes alive with malevolent purpose.",Fantasy,Adult
"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",11.38,5,In stock,http://books.toscrape.com/catalogue/naturally-lean-125-nourishing-gluten-free-plant-based-recipes-all-under-300-calories_479/index.html,"When you're hungry for a filling meal, it's easy to go for the unhealthy stuff. Many times, even gluten-free and vegan cuisines can be loaded with sneaky fillers and not-so-good-for-you ingredients. Allyson Kramer proves that low-cal doesn't have to mean low-satisfaction; these gluten-free, plant-based recipes are high in nutrients, have less than 300 calories per serving—and they taste amazing. Dig into Cheesy BBQ Kale Chips, Cinnamon Plum Streusel, Avocado Chick'n Salad, and so much more. There are no fillers, no added or refined sugars, and no processed ingredients you can't pronounce. Whether it's breakfast, lunc",Non-Fiction,Adult
